episodio,recompensa,passos,sucesso,epsilon
9333,925.1,12,1,0.06079060232282124
9334,983.3,8,1,0.0607723651421244
9335,1025.1,10,1,0.060754133432581764
9336,975.1,11,1,0.060735907192551994
9337,973.3,9,1,0.06071768642039423
9338,1023.3,8,1,0.06069947111446812
9339,1023.3,8,1,0.06068126127313378
9340,975.1,11,1,0.06066305689475184
9341,1025.1,10,1,0.06064485797768342
9342,1023.3,8,1,0.06062666452029011
9343,973.3,9,1,0.060608476520934026
9344,973.3,9,1,0.06059029397797775
9345,973.3,9,1,0.06057211688978436
9346,1023.3,8,1,0.060553945254717426
9347,1023.3,8,1,0.060535779071141015
9348,1023.3,8,1,0.06051761833741968
9349,1023.3,8,1,0.06049946305191845
9350,1023.3,8,1,0.06048131321300288
9351,1023.3,8,1,0.06046316881903898
9352,1023.3,8,1,0.06044502986839327
9353,973.3,9,1,0.060426896359432755
9354,935.1,11,1,0.060408768290524925
9355,1003.3,8,1,0.06039064566003777
9356,973.3,9,1,0.06037252846633976
9357,985.1,10,1,0.06035441670779986
9358,1003.3,8,1,0.06033631038278752
9359,1023.3,8,1,0.06031820948967269
9360,1023.3,8,1,0.060300114026825787
9361,1023.3,8,1,0.06028202399261774
9362,985.1,10,1,0.060263939385419955
9363,945.1,10,1,0.06024586020360433
9364,1023.3,8,1,0.060227786445543254
9365,1023.3,8,1,0.060209718109609595
9366,1023.3,8,1,0.06019165519417671
9367,1023.3,8,1,0.060173597697618465
9368,1023.3,8,1,0.06015554561830918
9369,1023.3,8,1,0.06013749895462369
9370,1023.3,8,1,0.060119457704937304
9371,1023.3,8,1,0.06010142186762583
9372,1023.3,8,1,0.060083391441065545
9373,1023.3,8,1,0.06006536642363323
9374,1023.3,8,1,0.06004734681370614
9375,1023.3,8,1,0.06002933260966203
9376,1023.3,8,1,0.06001132380987913
9377,1023.3,8,1,0.05999332041273617
9378,1023.3,8,1,0.059975322416612346
9379,1023.3,8,1,0.05995732981988736
9380,1023.3,8,1,0.0599393426209414
9381,1023.3,8,1,0.05992136081815512
9382,985.1,10,1,0.05990338440990967
9383,1005.1,10,1,0.0598854133945867
9384,1023.3,8,1,0.05986744777056833
9385,973.3,9,1,0.05984948753623716
9386,1023.3,8,1,0.05983153268997629
9387,1023.3,8,1,0.0598135832301693
9388,1023.3,8,1,0.059795639155200246
9389,985.1,10,1,0.05977770046345369
9390,983.3,8,1,0.05975976715331465
9391,1023.3,8,1,0.059741839223168655
9392,1023.3,8,1,0.05972391667140171
9393,1023.3,8,1,0.05970599949640029
9394,1023.3,8,1,0.05968808769655137
9395,1025.1,10,1,0.05967018127024241
9396,1023.3,8,1,0.05965228021586134
9397,973.3,9,1,0.059634384531796585
9398,975.1,11,1,0.05961649421643705
9399,1023.3,8,1,0.05959860926817212
9400,1023.3,8,1,0.05958072968539167
9401,1023.3,8,1,0.059562855466486056
9402,1005.1,10,1,0.05954498660984611
9403,1003.3,8,1,0.05952712311386316
9404,1023.3,8,1,0.05950926497692901
9405,1023.3,8,1,0.05949141219743593
9406,1026.9,12,1,0.0594735647737767
9407,1003.3,8,1,0.05945572270434457
9408,1023.3,8,1,0.05943788598753327
9409,1023.3,8,1,0.059420054621737016
9410,1023.3,8,1,0.0594022286053505
9411,1023.3,8,1,0.0593844079367689
9412,1030.5,16,1,0.05936659261438787
9413,1023.3,8,1,0.05934878263660356
9414,1023.3,8,1,0.05933097800181258
9415,1023.3,8,1,0.05931317870841204
9416,1023.3,8,1,0.059295384754799514
9417,1023.3,8,1,0.05927759613937308
9418,985.1,10,1,0.059259812860531266
9419,983.3,8,1,0.05924203491667311
9420,1023.3,8,1,0.05922426230619811
9421,985.1,10,1,0.05920649502750625
9422,1026.9,12,1,0.059188733078998
9423,1023.3,8,1,0.059170976459074306
9424,1023.3,8,1,0.05915322516613659
9425,1023.3,8,1,0.05913547919858675
9426,1023.3,8,1,0.05911773855482717
9427,1023.3,8,1,0.05910000323326073
9428,1005.1,10,1,0.059082273232290754
9429,1003.3,8,1,0.05906454855032107
9430,1023.3,8,1,0.059046829185755975
9431,973.3,9,1,0.05902911513700025
9432,1023.3,8,1,0.05901140640245915
9433,1023.3,8,1,0.058993702980538416
9434,1023.3,8,1,0.05897600486964426
9435,1023.3,8,1,0.05895831206818337
9436,1023.3,8,1,0.058940624574562915
9437,1023.3,8,1,0.05892294238719055
9438,973.3,9,1,0.05890526550447439
9439,1023.3,8,1,0.05888759392482305
9440,985.1,10,1,0.05886992764664561
9441,935.1,11,1,0.05885226666835162
9442,1023.3,8,1,0.05883461098835111
9443,1023.3,8,1,0.058816960605054605
9444,1023.3,8,1,0.05879931551687309
9445,985.1,10,1,0.058781675722218034
9446,983.3,8,1,0.05876404121950137
9447,1023.3,8,1,0.058746412007135526
9448,1025.1,10,1,0.058728788083533386
9449,1023.3,8,1,0.05871116944710833
9450,1023.3,8,1,0.0586935560962742
9451,1023.3,8,1,0.05867594802944532
9452,968.7,14,1,0.058658345245036485
9453,1023.3,8,1,0.058640747741462974
9454,1023.3,8,1,0.058623155517140535
9455,1025.1,10,1,0.05860556857048539
9456,1023.3,8,1,0.05858798689991425
9457,1023.3,8,1,0.058570410503844275
9458,1023.3,8,1,0.058552839380693125
9459,1023.3,8,1,0.05853527352887892
9460,1023.3,8,1,0.058517712946820254
9461,1023.3,8,1,0.05850015763293621
9462,1025.1,10,1,0.05848260758564633
9463,1023.3,8,1,0.05846506280337064
9464,1023.3,8,1,0.05844752328452963
9465,1023.3,8,1,0.058429989027544274
9466,1005.1,10,1,0.058412460030836014
9467,1003.3,8,1,0.058394936292826764
9468,1023.3,8,1,0.05837741781193892
9469,1023.3,8,1,0.05835990458659534
9470,1023.3,8,1,0.05834239661521936
9471,1023.3,8,1,0.0583248938962348
9472,955.1,11,1,0.05830739642806593
9473,953.3,9,1,0.05828990420913751
9474,1005.1,10,1,0.05827241723787477
9475,1025.1,10,1,0.05825493551270341
9476,1023.3,8,1,0.0582374590320496
9477,1025.1,10,1,0.058219987794339984
9478,1023.3,8,1,0.058202521798001686
9479,1023.3,8,1,0.05818506104146229
9480,985.1,10,1,0.058167605523149854
9481,983.3,8,1,0.05815015524149291
9482,985.1,10,1,0.058132710194920466
9483,933.3,9,1,0.05811527038186199
9484,1023.3,8,1,0.058097835800747434
9485,1005.1,10,1,0.05808040645000721
9486,1003.3,8,1,0.058062982328072214
9487,1023.3,8,1,0.0580455634333738
9488,1025.1,10,1,0.058028149764343784
9489,1023.3,8,1,0.058010741319414486
9490,1025.1,10,1,0.05799333809701866
9491,1023.3,8,1,0.05797594009558956
9492,1023.3,8,1,0.057958547313560885
9493,1023.3,8,1,0.05794115974936682
9494,1023.3,8,1,0.05792377740144201
9495,985.1,10,1,0.057906400268221574
9496,985.1,10,1,0.05788902834814111
9497,983.3,8,1,0.05787166163963667
9498,1023.3,8,1,0.05785430014114478
9499,1023.3,8,1,0.05783694385110244
9500,1023.3,8,1,0.05781959276794711
